Tourist,City,Country
1333,Milan,Italy
1334,Malaga,Spain
1335,Barcelona,Spain
1336,Malaga,Spain
1337,Barcelona,Spain
1338,Vienna,Austria
1339,Rome,Italy
1340,Amsterdam,Netherlands
1341,Berlin,Germany
1342,Prague,Czech Republic
1343,Paris,France
1344,Milan,Italy
1345,Munich,Germany
1346,Paris,France
1347,Barcelona,Spain
1348,Milan,Italy
1349,Paris,France
1350,Malaga,Spain
1351,Berlin,Germany
1352,Barcelona,Spain
1353,Paris,France
1354,Milan,Italy
1355,Barcelona,Spain
1356,Vienna,Austria
1357,Rome,Italy
1358,Malaga,Spain
1359,Paris,France
1360,Rome,Italy
1361,Madrid,Spain
1362,Paris,France
1363,Barcelona,Spain
1364,Barcelona,Spain
1365,Rome,Italy
1366,Milan,Italy
1367,Barcelona,Spain
1368,Rome,Italy
1369,Rome,Italy
1370,Milan,Italy
1371,Barcelona,Spain
1372,Paris,France
1373,Berlin,Germany
1374,Paris,France
1375,Barcelona,Spain
1376,Zurich,Switzerland
1377,Milan,Italy
1378,Paris,France
1379,Barcelona,Spain
1380,Milan,Italy
1381,Rome,Italy
1382,Barcelona,Spain
1383,Berlin,Germany
1384,Malaga,Spain
1385,Malaga,Spain
1386,Paris,France
1387,Barcelona,Spain
1388,Paris,France
1389,Amsterdam,Netherlands
1390,Rome,Italy
1391,Barcelona,Spain
1392,Amsterdam,Netherlands
1393,Berlin,Germany
1394,Malaga,Spain
1395,Rome,Italy
1396,Budapest,Hungary
1397,Paris,France
1398,Paris,France
1399,Amsterdam,Netherlands
1400,Milan,Italy
1401,Zurich,Switzerland
1402,Vienna,Austria
1403,Paris,France
1404,Munich,Germany
1405,Paris,France
1406,Paris,France
1407,Barcelona,Spain
1408,Prague,Czech Republic
1409,Malaga,Spain
1410,Paris,France
1411,Rome,Italy
1412,Barcelona,Spain
1413,Paris,France
1414,Paris,France
1415,Madrid,Spain
1416,Rome,Italy
1417,Vienna,Austria
1418,Paris,France
1419,Prague,Czech Republic
1420,Paris,France
1421,Milan,Italy
1422,Rome,Italy
1423,Vienna,Austria
1424,Paris,France
1425,Budapest,Hungary
1426,Barcelona,Spain
1427,Paris,France
1428,Rome,Italy
1429,Barcelona,Spain
1430,Malaga,Spain
1431,Rome,Italy
1432,Paris,France
1433,Amsterdam,Netherlands
1434,Madrid,Spain
1435,Warsaw,Poland
1436,Madrid,Spain
1437,Barcelona,Spain
1438,Paris,France
1439,Munich,Germany
1440,Paris,France
1441,Barcelona,Spain
1442,Malaga,Spain
1443,Rome,Italy
1444,Barcelona,Spain
1445,Rome,Italy
1446,Vienna,Austria
1447,Milan,Italy
1448,Munich,Germany
1449,Munich,Germany
1450,Paris,France
1451,Paris,France
1452,Barcelona,Spain
1453,Munich,Germany
1454,Paris,France
1455,Malaga,Spain
1456,Munich,Germany
1457,Paris,France
1458,Malaga,Spain
1459,Rome,Italy
1460,Paris,France
1461,Barcelona,Spain
1462,Zurich,Switzerland
1463,Amsterdam,Netherlands
1464,Amsterdam,Netherlands
1465,Berlin,Germany
1466,Paris,France
1467,Rome,Italy
1468,Rome,Italy
1469,Prague,Czech Republic
1470,Amsterdam,Netherlands
1471,Barcelona,Spain
1472,Berlin,Germany
1473,Paris,France
1474,Paris,France
1475,Milan,Italy
1476,Malaga,Spain
1477,Paris,France
1478,Amsterdam,Netherlands
1479,Berlin,Germany
1480,Paris,France
1481,Amsterdam,Netherlands
1482,Rome,Italy
1483,Barcelona,Spain
1484,Paris,France
1485,Milan,Italy
1486,Paris,France
1487,Paris,France
1488,Munich,Germany
1489,Paris,France
1490,Paris,France
1491,Berlin,Germany
1492,Barcelona,Spain
1493,Rome,Italy
1494,Paris,France
1495,Rome,Italy
1496,Paris,France
1497,Paris,France
1498,Barcelona,Spain
1499,Berlin,Germany
1500,Berlin,Germany
1501,Malaga,Spain
1502,Barcelona,Spain
1503,Barcelona,Spain
1504,Barcelona,Spain
1505,Munich,Germany
1506,Paris,France
1507,Madrid,Spain
1508,Paris,France
1509,Paris,France
1510,Rome,Italy
1511,Rome,Italy
1512,Barcelona,Spain
1513,Rome,Italy
1514,Milan,Italy
1515,Paris,France
1516,Barcelona,Spain
1517,Vienna,Austria
1518,Malaga,Spain
1519,Paris,France
1520,Prague,Czech Republic
1521,Rome,Italy
1522,Paris,France
1523,Paris,France
1524,Malaga,Spain
1525,Barcelona,Spain
1526,Warsaw,Poland
1527,Paris,France
1528,Berlin,Germany
1529,Rome,Italy
1530,Vienna,Austria
1531,Paris,France
1532,Barcelona,Spain
1533,Rome,Italy
1534,Paris,France
1535,Vienna,Austria
1536,Milan,Italy
1537,Rome,Italy
1538,Zurich,Switzerland
1539,Madrid,Spain
1540,Amsterdam,Netherlands
1541,Paris,France
1542,Paris,France
1543,Munich,Germany
1544,Barcelona,Spain
1545,Paris,France
1546,Rome,Italy
1547,Malaga,Spain
1548,Barcelona,Spain
1549,Berlin,Germany
1550,Barcelona,Spain
1551,Munich,Germany
1552,Milan,Italy
1553,Rome,Italy
1554,Barcelona,Spain
1555,Zurich,Switzerland
1556,Munich,Germany
1557,Barcelona,Spain
1558,Paris,France
1559,Paris,France
1560,Paris,France
1561,Berlin,Germany
1562,Berlin,Germany
1563,Paris,France
1564,Madrid,Spain
1565,Barcelona,Spain
1566,Paris,France
1567,Barcelona,Spain
1568,Milan,Italy
1569,Milan,Italy
1570,Paris,France
1571,Barcelona,Spain
1572,Rome,Italy
1573,Paris,France
1574,Munich,Germany
1575,Zurich,Switzerland
1576,Prague,Czech Republic
1577,Paris,France
1578,Berlin,Germany
1579,Paris,France
1580,Barcelona,Spain
1581,Rome,Italy
1582,Rome,Italy
1583,Paris,France
1584,Milan,Italy
1585,Rome,Italy
1586,Paris,France
1587,Paris,France
1588,Barcelona,Spain
1589,Malaga,Spain
1590,Barcelona,Spain
1591,Malaga,Spain
1592,Amsterdam,Netherlands
1593,Barcelona,Spain
1594,Barcelona,Spain
1595,Paris,France
1596,Barcelona,Spain
1597,Vienna,Austria
1598,Paris,France
1599,Prague,Czech Republic
1600,Paris,France
1601,Rome,Italy
1602,Munich,Germany
1603,Madrid,Spain
1604,Paris,France
1605,Munich,Germany
1606,Rome,Italy
1607,Rome,Italy
1608,Munich,Germany
1609,Barcelona,Spain
1610,Paris,France
1611,Malaga,Spain
1612,Munich,Germany
1613,Paris,France
1614,Berlin,Germany
1615,Paris,France
1616,Rome,Italy
1617,Barcelona,Spain
1618,Paris,France
1619,Paris,France
1620,Munich,Germany
1621,Paris,France
1622,Prague,Czech Republic
1623,Milan,Italy
1624,Barcelona,Spain
1625,Prague,Czech Republic
1626,Paris,France
1627,Paris,France
1628,Malaga,Spain
1629,Barcelona,Spain
1630,Paris,France
1631,Rome,Italy
1632,Barcelona,Spain
1633,Paris,France
1634,Berlin,Germany
1635,Rome,Italy
1636,Rome,Italy
1637,Malaga,Spain
1638,Prague,Czech Republic
1639,Milan,Italy
1640,Paris,France
1641,Malaga,Spain
1642,Rome,Italy
1643,Barcelona,Spain
1644,Milan,Italy
1645,Barcelona,Spain
1646,Prague,Czech Republic
1647,Rome,Italy
1648,Milan,Italy
1649,Malaga,Spain
1650,Berlin,Germany
1651,Malaga,Spain
1652,Zurich,Switzerland
1653,Madrid,Spain
1654,Budapest,Hungary
1655,Paris,France
1656,Milan,Italy
1657,Munich,Germany
1658,Munich,Germany
1659,Malaga,Spain
1660,Paris,France
1661,Amsterdam,Netherlands
1662,Berlin,Germany
1663,Barcelona,Spain
1664,Paris,France
1665,Milan,Italy
1666,Rome,Italy
1667,Munich,Germany
1668,Milan,Italy
1669,Barcelona,Spain
1670,Rome,Italy
1671,Paris,France
1672,Amsterdam,Netherlands
1673,Barcelona,Spain
1674,Berlin,Germany
1675,Munich,Germany
1676,Amsterdam,Netherlands
1677,Paris,France
1678,Paris,France
1679,Munich,Germany
1680,Barcelona,Spain
1681,Paris,France
1682,Vienna,Austria
1683,Barcelona,Spain
1684,Rome,Italy
1685,Milan,Italy
1686,Vienna,Austria
1687,Paris,France
1688,Paris,France
1689,Rome,Italy
1690,Paris,France
1691,Paris,France
1692,Milan,Italy
1693,Paris,France
1694,Malaga,Spain
1695,Malaga,Spain
1696,Malaga,Spain
1697,Paris,France
1698,Paris,France
1699,Barcelona,Spain
1700,Paris,France
1701,Malaga,Spain
1702,Paris,France
1703,Rome,Italy
1704,Paris,France
1705,Paris,France
1706,Rome,Italy
1707,Barcelona,Spain
1708,Malaga,Spain
1709,Barcelona,Spain
1710,Malaga,Spain
1711,Warsaw,Poland
1712,Barcelona,Spain
1713,Barcelona,Spain
1714,Madrid,Spain
1715,Milan,Italy
1716,Paris,France
1717,Munich,Germany
1718,Vienna,Austria
1719,Paris,France
1720,Paris,France
1721,Malaga,Spain
1722,Rome,Italy
1723,Paris,France
1724,Milan,Italy
1725,Barcelona,Spain
1726,Munich,Germany
1727,Barcelona,Spain
1728,Paris,France
1729,Paris,France
1730,Barcelona,Spain
1731,Rome,Italy
1732,Munich,Germany
1733,Paris,France
1734,Barcelona,Spain
1735,Munich,Germany
1736,Munich,Germany
1737,Milan,Italy
1738,Warsaw,Poland
1739,Rome,Italy
1740,Paris,France
1741,Rome,Italy
1742,Munich,Germany
1743,Barcelona,Spain
1744,Paris,France
1745,Amsterdam,Netherlands
1746,Paris,France
1747,Paris,France
1748,Malaga,Spain
1749,Paris,France
1750,Rome,Italy
1751,Berlin,Germany
1752,Madrid,Spain
1753,Milan,Italy
1754,Malaga,Spain
1755,Milan,Italy
1756,Barcelona,Spain
1757,Barcelona,Spain
1758,Paris,France
1759,Malaga,Spain
1760,Milan,Italy
1761,Madrid,Spain
1762,Milan,Italy
1763,Barcelona,Spain
1764,Vienna,Austria
1765,Berlin,Germany
1766,Rome,Italy
1767,Paris,France
1768,Paris,France
1769,Berlin,Germany
1770,Milan,Italy
1771,Rome,Italy
1772,Paris,France
1773,Barcelona,Spain
1774,Paris,France
1775,Rome,Italy
1776,Barcelona,Spain
1777,Vienna,Austria
1778,Barcelona,Spain
1779,Barcelona,Spain
1780,Berlin,Germany
1781,Paris,France
1782,Barcelona,Spain
1783,Budapest,Hungary
1784,Milan,Italy
1785,Milan,Italy
1786,Vienna,Austria
1787,Prague,Czech Republic
1788,Paris,France
1789,Munich,Germany
1790,Madrid,Spain
1791,Munich,Germany
1792,Barcelona,Spain
1793,Rome,Italy
1794,Milan,Italy
1795,Barcelona,Spain
1796,Madrid,Spain
1797,Paris,France
1798,Malaga,Spain
1799,Munich,Germany
1800,Madrid,Spain
1801,Paris,France
1802,Paris,France
1803,Paris,France
1804,Vienna,Austria
1805,Barcelona,Spain
1806,Barcelona,Spain
1807,Munich,Germany
1808,Malaga,Spain
1809,Madrid,Spain
1810,Rome,Italy
1811,Warsaw,Poland
1812,Berlin,Germany
1813,Berlin,Germany
1814,Malaga,Spain
1815,Paris,France
1816,Madrid,Spain
1817,Rome,Italy
1818,Paris,France
1819,Madrid,Spain
1820,Paris,France
1821,Milan,Italy
1822,Rome,Italy
1823,Paris,France
1824,Milan,Italy
1825,Paris,France
1826,Paris,France
1827,Malaga,Spain
1828,Paris,France
1829,Milan,Italy
1830,Rome,Italy
1831,Milan,Italy
1832,Barcelona,Spain
1833,Milan,Italy
1834,Rome,Italy
1835,Rome,Italy
1836,Paris,France
1837,Rome,Italy
1838,Barcelona,Spain
1839,Paris,France
1840,Milan,Italy
1841,Barcelona,Spain
1842,Paris,France
1843,Paris,France
1844,Rome,Italy
1845,Paris,France
1846,Prague,Czech Republic
1847,Paris,France
1848,Paris,France
1849,Malaga,Spain
1850,Paris,France
1851,Barcelona,Spain
1852,Warsaw,Poland
1853,Malaga,Spain
1854,Paris,France
1855,Barcelona,Spain
1856,Paris,France
1857,Paris,France
1858,Budapest,Hungary
1859,Barcelona,Spain
1860,Barcelona,Spain
1861,Barcelona,Spain
1862,Rome,Italy
1863,Malaga,Spain
1864,Madrid,Spain
1865,Paris,France
1866,Vienna,Austria
1867,Paris,France
1868,Munich,Germany
1869,Malaga,Spain
1870,Rome,Italy
1871,Barcelona,Spain
1872,Munich,Germany
1873,Malaga,Spain
1874,Paris,France
1875,Paris,France
1876,Berlin,Germany
1877,Paris,France
1878,Paris,France
1879,Rome,Italy
1880,Berlin,Germany
1881,Berlin,Germany
1882,Paris,France
1883,Paris,France
1884,Paris,France
1885,Milan,Italy
1886,Rome,Italy
1887,Barcelona,Spain
1888,Malaga,Spain
1889,Paris,France
1890,Paris,France
1891,Rome,Italy
1892,Barcelona,Spain
1893,Malaga,Spain
1894,Milan,Italy
1895,Barcelona,Spain
1896,Milan,Italy
1897,Berlin,Germany
1898,Barcelona,Spain
1899,Prague,Czech Republic
1900,Barcelona,Spain
1901,Munich,Germany
1902,Amsterdam,Netherlands
1903,Barcelona,Spain
1904,Rome,Italy
1905,Paris,France
1906,Berlin,Germany
1907,Malaga,Spain
1908,Madrid,Spain
1909,Paris,France
1910,Berlin,Germany
1911,Paris,France
1912,Milan,Italy
1913,Paris,France
1914,Paris,France
1915,Barcelona,Spain
1916,Barcelona,Spain
1917,Paris,France
1918,Paris,France
1919,Rome,Italy
1920,Munich,Germany
1921,Berlin,Germany
1922,Warsaw,Poland
1923,Rome,Italy
1924,Barcelona,Spain
1925,Malaga,Spain
1926,Paris,France
1927,Barcelona,Spain
1928,Malaga,Spain
1929,Amsterdam,Netherlands
1930,Barcelona,Spain
1931,Prague,Czech Republic
1932,Barcelona,Spain
1933,Paris,France
1934,Paris,France
1935,Berlin,Germany
1936,Paris,France
1937,Milan,Italy
1938,Paris,France
1939,Paris,France
1940,Berlin,Germany
1941,Paris,France
1942,Rome,Italy
1943,Berlin,Germany
1944,Warsaw,Poland
1945,Malaga,Spain
1946,Vienna,Austria
1947,Paris,France
1948,Berlin,Germany
1949,Munich,Germany
1950,Rome,Italy
1951,Barcelona,Spain
1952,Paris,France
1953,Rome,Italy
1954,Malaga,Spain
1955,Rome,Italy
1956,Paris,France
1957,Paris,France
1958,Barcelona,Spain
1959,Malaga,Spain
1960,Paris,France
1961,Barcelona,Spain
1962,Paris,France
1963,Paris,France
1964,Paris,France
1965,Berlin,Germany
1966,Malaga,Spain
1967,Paris,France
1968,Paris,France
1969,Barcelona,Spain
1970,Paris,France
1971,Madrid,Spain
1972,Paris,France
1973,Barcelona,Spain
1974,Zurich,Switzerland
1975,Milan,Italy
1976,Rome,Italy
1977,Paris,France
1978,Paris,France
1979,Barcelona,Spain
1980,Paris,France
1981,Barcelona,Spain
1982,Berlin,Germany
1983,Barcelona,Spain
1984,Barcelona,Spain
1985,Milan,Italy
1986,Rome,Italy
1987,Milan,Italy
1988,Malaga,Spain
1989,Paris,France
1990,Berlin,Germany
1991,Prague,Czech Republic
1992,Paris,France
1993,Barcelona,Spain
1994,Malaga,Spain
1995,Munich,Germany
1996,Barcelona,Spain
1997,Amsterdam,Netherlands
1998,Barcelona,Spain
1999,Paris,France
2000,Madrid,Spain
2001,Barcelona,Spain
2002,Paris,France
2003,Milan,Italy
2004,Madrid,Spain
2005,Milan,Italy
2006,Paris,France
2007,Paris,France
2008,Madrid,Spain
2009,Paris,France
2010,Paris,France
2011,Malaga,Spain
2012,Barcelona,Spain
2013,Berlin,Germany
2014,Barcelona,Spain
2015,Amsterdam,Netherlands
2016,Malaga,Spain
2017,Berlin,Germany
2018,Paris,France
2019,Budapest,Hungary
2020,Paris,France
2021,Paris,France
2022,Munich,Germany
2023,Milan,Italy
2024,Paris,France
2025,Barcelona,Spain
2026,Milan,Italy
2027,Madrid,Spain
2028,Paris,France
2029,Barcelona,Spain
2030,Madrid,Spain
2031,Paris,France
2032,Malaga,Spain
2033,Vienna,Austria
2034,Malaga,Spain
2035,Barcelona,Spain
2036,Milan,Italy
2037,Paris,France
2038,Paris,France
2039,Barcelona,Spain
2040,Milan,Italy
2041,Berlin,Germany
2042,Milan,Italy
2043,Paris,France
2044,Barcelona,Spain
2045,Paris,France
2046,Amsterdam,Netherlands
2047,Paris,France
2048,Paris,France
2049,Malaga,Spain
2050,Milan,Italy
2051,Barcelona,Spain
2052,Paris,France
2053,Madrid,Spain
2054,Madrid,Spain
2055,Milan,Italy
2056,Paris,France
2057,Rome,Italy
2058,Milan,Italy
2059,Paris,France
2060,Rome,Italy
2061,Munich,Germany
2062,Madrid,Spain
2063,Malaga,Spain
2064,Malaga,Spain
2065,Milan,Italy
2066,Paris,France
2067,Malaga,Spain
2068,Madrid,Spain
2069,Rome,Italy
2070,Barcelona,Spain
2071,Munich,Germany
2072,Berlin,Germany
2073,Prague,Czech Republic
2074,Vienna,Austria
2075,Barcelona,Spain
2076,Rome,Italy
2077,Paris,France
2078,Madrid,Spain
2079,Paris,France
2080,Rome,Italy
2081,Paris,France
2082,Rome,Italy
2083,Berlin,Germany
2084,Madrid,Spain
2085,Rome,Italy
2086,Munich,Germany
2087,Munich,Germany
2088,Madrid,Spain
2089,Barcelona,Spain
2090,Rome,Italy
2091,Prague,Czech Republic
2092,Paris,France
2093,Berlin,Germany
2094,Rome,Italy
2095,Munich,Germany
2096,Paris,France
2097,Munich,Germany
2098,Paris,France
2099,Paris,France
2100,Barcelona,Spain
2101,Paris,France
2102,Rome,Italy
2103,Paris,France
2104,Munich,Germany
2105,Amsterdam,Netherlands
2106,Paris,France
2107,Malaga,Spain
2108,Paris,France
2109,Barcelona,Spain
2110,Rome,Italy
2111,Malaga,Spain
2112,Barcelona,Spain
2113,Amsterdam,Netherlands
2114,Malaga,Spain
2115,Amsterdam,Netherlands
2116,Munich,Germany
2117,Madrid,Spain
2118,Barcelona,Spain
2119,Malaga,Spain
2120,Barcelona,Spain
2121,Barcelona,Spain
2122,Paris,France
2123,Berlin,Germany
2124,Berlin,Germany
2125,Malaga,Spain
2126,Barcelona,Spain
2127,Munich,Germany
2128,Munich,Germany
2129,Rome,Italy
2130,Barcelona,Spain
2131,Rome,Italy
2132,Barcelona,Spain
2133,Rome,Italy
2134,Rome,Italy
2135,Barcelona,Spain
2136,Milan,Italy
2137,Madrid,Spain
2138,Munich,Germany
2139,Vienna,Austria
2140,Barcelona,Spain
2141,Malaga,Spain
2142,Madrid,Spain
2143,Milan,Italy
2144,Barcelona,Spain
2145,Paris,France
2146,Paris,France
2147,Madrid,Spain
2148,Madrid,Spain
2149,Budapest,Hungary
2150,Paris,France
2151,Munich,Germany
2152,Barcelona,Spain
2153,Paris,France
2154,Berlin,Germany
2155,Barcelona,Spain
2156,Berlin,Germany
2157,Rome,Italy
2158,Berlin,Germany
2159,Paris,France
2160,Berlin,Germany
2161,Munich,Germany
2162,Barcelona,Spain
2163,Rome,Italy
2164,Paris,France
2165,Paris,France
2166,Paris,France
2167,Madrid,Spain
2168,Paris,France
2169,Berlin,Germany
2170,Malaga,Spain
2171,Rome,Italy
2172,Paris,France
2173,Rome,Italy
2174,Milan,Italy
2175,Paris,France
2176,Amsterdam,Netherlands
2177,Malaga,Spain
2178,Rome,Italy
2179,Rome,Italy
2180,Milan,Italy
2181,Madrid,Spain
2182,Barcelona,Spain
2183,Milan,Italy
2184,Paris,France
2185,Malaga,Spain
2186,Rome,Italy
2187,Malaga,Spain
2188,Munich,Germany
2189,Milan,Italy
2190,Malaga,Spain
2191,Munich,Germany
2192,Paris,France
2193,Rome,Italy
2194,Munich,Germany
2195,Barcelona,Spain
2196,Barcelona,Spain
2197,Paris,France
2198,Paris,France
2199,Rome,Italy
2200,Amsterdam,Netherlands
2201,Paris,France
2202,Prague,Czech Republic
2203,Milan,Italy
2204,Amsterdam,Netherlands
2205,Munich,Germany
2206,Vienna,Austria
2207,Paris,France
2208,Barcelona,Spain
2209,Malaga,Spain
2210,Amsterdam,Netherlands
2211,Rome,Italy
2212,Madrid,Spain
2213,Rome,Italy
2214,Barcelona,Spain
2215,Berlin,Germany
2216,Rome,Italy
2217,Paris,France
2218,Malaga,Spain
2219,Milan,Italy
2220,Prague,Czech Republic
2221,Barcelona,Spain
2222,Munich,Germany
2223,Madrid,Spain
2224,Rome,Italy
2225,Paris,France
2226,Paris,France
2227,Barcelona,Spain
2228,Barcelona,Spain
2229,Paris,France
2230,Paris,France
2231,Paris,France
2232,Paris,France
2233,Vienna,Austria
2234,Malaga,Spain
2235,Barcelona,Spain
2236,Munich,Germany
2237,Barcelona,Spain
2238,Prague,Czech Republic
2239,Paris,France
2240,Munich,Germany
2241,Milan,Italy
2242,Berlin,Germany
2243,Barcelona,Spain
2244,Paris,France
2245,Paris,France
2246,Paris,France
2247,Paris,France
2248,Paris,France
2249,Rome,Italy
2250,Rome,Italy
2251,Paris,France
2252,Berlin,Germany
2253,Rome,Italy
2254,Milan,Italy
2255,Madrid,Spain
2256,Rome,Italy
2257,Rome,Italy
2258,Barcelona,Spain
2259,Munich,Germany
2260,Berlin,Germany
2261,Barcelona,Spain
2262,Barcelona,Spain
2263,Paris,France
2264,Paris,France
2265,Rome,Italy
2266,Prague,Czech Republic
2267,Paris,France
2268,Madrid,Spain
2269,Barcelona,Spain
2270,Barcelona,Spain
2271,Milan,Italy
2272,Rome,Italy
2273,Paris,France
2274,Munich,Germany
2275,Paris,France
2276,Paris,France
2277,Berlin,Germany
2278,Milan,Italy
2279,Barcelona,Spain
2280,Barcelona,Spain
2281,Paris,France
2282,Paris,France
2283,Munich,Germany
2284,Munich,Germany
2285,Rome,Italy
2286,Munich,Germany
2287,Berlin,Germany
2288,Paris,France
2289,Barcelona,Spain
2290,Paris,France
2291,Barcelona,Spain
2292,Rome,Italy
2293,Rome,Italy
2294,Vienna,Austria
2295,Rome,Italy
2296,Paris,France
2297,Paris,France
2298,Malaga,Spain
2299,Berlin,Germany
2300,Paris,France
2301,Paris,France
2302,Malaga,Spain
2303,Barcelona,Spain
2304,Malaga,Spain
2305,Berlin,Germany
2306,Prague,Czech Republic
2307,Madrid,Spain
2308,Berlin,Germany
2309,Rome,Italy
2310,Paris,France
2311,Barcelona,Spain
2312,Malaga,Spain
2313,Barcelona,Spain
2314,Milan,Italy
2315,Paris,France
2316,Zurich,Switzerland
2317,Paris,France
2318,Paris,France
2319,Malaga,Spain
2320,Paris,France
2321,Paris,France
2322,Vienna,Austria
2323,Paris,France
2324,Barcelona,Spain
2325,Vienna,Austria
2326,Milan,Italy
2327,Rome,Italy
2328,Rome,Italy
2329,Paris,France
2330,Barcelona,Spain
2331,Barcelona,Spain
2332,Rome,Italy
2333,Barcelona,Spain
2334,Paris,France
2335,Berlin,Germany
2336,Munich,Germany
2337,Paris,France
2338,Madrid,Spain
2339,Rome,Italy
2340,Milan,Italy
2341,Rome,Italy
2342,Malaga,Spain
2343,Rome,Italy
2344,Paris,France
2345,Paris,France
2346,Vienna,Austria
2347,Barcelona,Spain
2348,Vienna,Austria
2349,Malaga,Spain
2350,Paris,France
2351,Barcelona,Spain
2352,Madrid,Spain
2353,Rome,Italy
2354,Barcelona,Spain
2355,Paris,France
2356,Madrid,Spain
2357,Rome,Italy
2358,Rome,Italy
2359,Berlin,Germany
2360,Barcelona,Spain
2361,Paris,France
2362,Paris,France
2363,Malaga,Spain
2364,Paris,France
2365,Paris,France
2366,Rome,Italy
2367,Paris,France
2368,Rome,Italy
2369,Paris,France
2370,Vienna,Austria
2371,Paris,France
2372,Rome,Italy
2373,Paris,France
2374,Paris,France
2375,Paris,France
2376,Paris,France
2377,Paris,France
2378,Paris,France
2379,Berlin,Germany
2380,Malaga,Spain
2381,Berlin,Germany
2382,Paris,France
2383,Paris,France
2384,Paris,France
2385,Malaga,Spain
2386,Malaga,Spain
2387,Milan,Italy
2388,Paris,France
2389,Rome,Italy
2390,Paris,France
2391,Paris,France
2392,Rome,Italy
2393,Berlin,Germany
2394,Vienna,Austria
2395,Madrid,Spain
2396,Barcelona,Spain
2397,Barcelona,Spain
2398,Malaga,Spain
2399,Barcelona,Spain
2400,Berlin,Germany
2401,Rome,Italy
2402,Barcelona,Spain
2403,Berlin,Germany
2404,Munich,Germany
2405,Munich,Germany
2406,Paris,France
2407,Rome,Italy
2408,Barcelona,Spain
2409,Paris,France
2410,Berlin,Germany
2411,Paris,France
2412,Paris,France
2413,Rome,Italy
2414,Rome,Italy
2415,Rome,Italy
2416,Barcelona,Spain
2417,Munich,Germany
2418,Paris,France
2419,Madrid,Spain
2420,Paris,France
2421,Barcelona,Spain
2422,Berlin,Germany
2423,Milan,Italy
2424,Munich,Germany
2425,Paris,France
2426,Paris,France
2427,Berlin,Germany
2428,Malaga,Spain
2429,Barcelona,Spain
2430,Barcelona,Spain
2431,Paris,France
2432,Rome,Italy
2433,Barcelona,Spain
2434,Barcelona,Spain
2435,Paris,France
2436,Prague,Czech Republic
2437,Milan,Italy
2438,Malaga,Spain
